entry_time,symbol,regime,signal,entry,sl,tp,outcome,trade_id,exit_time,exit_price,status,pnl,duration_minutes
2026-03-19 08:31:00+00:00,EURJPY,0,BUY (Mean Reversion),182.409,182.022,183.184,✅ TAKE PROFIT,,2026-03-20 07:00:00+00:00,183.184,CLOSED,0.7750000000000057,1349.0
2026-03-19 08:31:00+00:00,GBPJPY,0,BUY (Mean Reversion),211.16,210.722,212.036,✅ TAKE PROFIT,,2026-03-19 19:00:00+00:00,212.036,CLOSED,0.8760000000000048,629.0
2026-03-19 14:02:54+00:00,GBPUSD,0,SELL (Mean Reversion),1.33688,1.34019,1.33025,❌ STOP LOSS,,2026-03-19 17:00:00+00:00,1.34019,CLOSED,-0.0033099999999999,177.1
2026-03-19 14:02:54+00:00,USDJPY,0,BUY (Mean Reversion),158.126,157.748,158.882,❌ STOP LOSS,,2026-03-19 18:00:00+00:00,157.748,CLOSED,-0.3780000000000143,237.1
2026-03-19 14:02:56+00:00,XAUUSD,0,BUY (Mean Reversion),4577.5,4509.35,4713.799,✅ TAKE PROFIT,,2026-03-20 03:00:00+00:00,4713.799,CLOSED,136.29899999999998,777.0666666666667
2026-03-19 16:46:22+00:00,EURUSD,0,SELL (Mean Reversion),1.1538,1.15687,1.14767,❌ STOP LOSS,,2026-03-19 17:00:00+00:00,1.15687,CLOSED,-0.0030700000000001,13.633333333333333
2026-03-19 16:46:23+00:00,GBPUSD,0,SELL (Mean Reversion),1.33678,1.34033,1.32968,❌ STOP LOSS,,2026-03-19 17:00:00+00:00,1.34033,CLOSED,-0.0035499999999999,13.616666666666667
2026-03-19 17:47:41+00:00,EURUSD,0,SELL (Mean Reversion),1.15634,1.15944,1.15013,❌ STOP LOSS,,2026-03-19 19:00:00+00:00,1.15944,CLOSED,-0.0031000000000001,72.31666666666666
2026-03-19 17:47:41+00:00,GBPUSD,0,SELL (Mean Reversion),1.34022,1.3439,1.33285,❌ STOP LOSS,,2026-03-19 19:00:00+00:00,1.3439,CLOSED,-0.0036800000000001,72.31666666666666
2026-03-19 17:47:42+00:00,USDJPY,0,BUY (Mean Reversion),157.828,157.416,158.652,✅ TAKE PROFIT,,2026-03-20 09:00:00+00:00,158.652,CLOSED,0.8239999999999839,912.3
